County,County Code,Year,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10-15 mcg/dL,15+ mcg/dL,Total Elevated Blood Levels,county_fips,pct_elevated_5plus,pct_elevated_10plus,pct_elevated_15plus
Livingston,51,2000,5,0.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2001,169,20.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2002,100,21.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2003,313,111.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2004,363,62.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2005,402,40.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2006,421,142.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2007,400,85.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2008,483,92.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2009,466,143.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2010,537,115.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2011,274,80.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2012,305,109.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2013,426,184.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2014,468,124.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2015,488,225.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2016,497,266.0,6.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2017,504,240.0,8.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2018,474,302.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2019,582,301.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2020,527,208.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Livingston,51,2021,661,365.0,0.0,0.0,0.0,0.0,36051,0.0,0.0,0.0
Madison,53,2001,240,88.0,32.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2002,387,120.0,46.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2003,470,135.0,60.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2004,550,123.0,41.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2005,482,141.0,38.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2006,444,110.0,22.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2007,561,180.0,21.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2008,498,92.0,6.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2009,498,118.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2010,509,140.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2011,541,188.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2012,482,249.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2013,576,154.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2014,568,277.0,6.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2015,478,168.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2016,540,143.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2017,541,182.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2018,579,329.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2019,552,276.0,6.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2020,523,224.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Madison,53,2021,679,393.0,0.0,0.0,0.0,0.0,36053,0.0,0.0,0.0
Monroe,55,2001,16,0.0,0.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2002,28,0.0,0.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2003,28,0.0,0.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2004,30,0.0,0.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2005,28,0.0,0.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2006,35,6.0,0.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2007,679,178.0,9.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2008,7989,3255.0,605.0,12.0,8.0,122.0,36055,1.53,0.25,0.1
Monroe,55,2009,7866,3572.0,502.0,0.0,0.0,57.0,36055,0.72,0.0,0.0
Monroe,55,2010,6503,3042.0,479.0,0.0,0.0,63.0,36055,0.97,0.0,0.0
Monroe,55,2011,6079,2845.0,337.0,0.0,0.0,46.0,36055,0.76,0.0,0.0
Monroe,55,2012,5908,2934.0,272.0,0.0,0.0,54.0,36055,0.91,0.0,0.0
Monroe,55,2013,7216,3296.0,216.0,7.0,0.0,25.0,36055,0.35,0.097,0.0
Monroe,55,2014,8602,4191.0,211.0,7.0,6.0,36.0,36055,0.42,0.151,0.07
Monroe,55,2015,8570,3856.0,217.0,0.0,0.0,36.0,36055,0.42,0.0,0.0
Monroe,55,2016,8686,3757.0,217.0,0.0,0.0,25.0,36055,0.29,0.0,0.0
Monroe,55,2017,7865,3345.0,140.0,0.0,0.0,21.0,36055,0.27,0.0,0.0
Monroe,55,2018,7569,3375.0,103.0,0.0,0.0,0.0,36055,0.0,0.0,0.0
Monroe,55,2019,8422,3714.0,124.0,0.0,0.0,15.0,36055,0.18,0.0,0.0
Monroe,55,2020,8539,4872.0,118.0,0.0,0.0,12.0,36055,0.14,0.0,0.0
Monroe,55,2021,10302,4555.0,77.0,0.0,0.0,7.0,36055,0.07,0.0,0.0
Montgomery,57,2000,5,0.0,0.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2001,152,72.0,15.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2002,225,107.0,28.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2003,335,142.0,44.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2004,445,154.0,63.0,0.0,0.0,14.0,36057,3.15,0.0,0.0
Montgomery,57,2005,440,175.0,51.0,0.0,0.0,19.0,36057,4.32,0.0,0.0
Montgomery,57,2006,485,188.0,79.0,8.0,6.0,22.0,36057,4.54,2.887,1.237
Montgomery,57,2007,500,211.0,64.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2008,536,186.0,43.0,0.0,0.0,7.0,36057,1.31,0.0,0.0
Montgomery,57,2009,464,221.0,47.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2010,533,201.0,39.0,0.0,0.0,6.0,36057,1.13,0.0,0.0
Montgomery,57,2011,585,338.0,53.0,0.0,0.0,10.0,36057,1.71,0.0,0.0
Montgomery,57,2012,540,229.0,32.0,0.0,0.0,15.0,36057,2.78,0.0,0.0
Montgomery,57,2013,498,249.0,27.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2014,530,315.0,39.0,0.0,0.0,6.0,36057,1.13,0.0,0.0
Montgomery,57,2015,529,270.0,22.0,0.0,0.0,14.0,36057,2.65,0.0,0.0
Montgomery,57,2016,552,257.0,19.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2017,547,324.0,22.0,0.0,0.0,7.0,36057,1.28,0.0,0.0
Montgomery,57,2018,568,320.0,27.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2019,547,231.0,7.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Montgomery,57,2020,437,73.0,0.0,0.0,0.0,6.0,36057,1.37,0.0,0.0
Montgomery,57,2021,690,211.0,13.0,0.0,0.0,0.0,36057,0.0,0.0,0.0
Nassau,59,2000,30,9.0,0.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2001,453,121.0,0.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2002,805,256.0,7.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2003,1407,304.0,13.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2004,13568,7749.0,910.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2005,15217,7333.0,659.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2006,14623,6759.0,587.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2007,15398,8068.0,737.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2008,14310,6013.0,311.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2009,12763,4961.0,185.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2010,14559,5318.0,188.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2011,13906,4479.0,61.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2012,14473,6800.0,16.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2013,13291,5261.0,30.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2014,15501,7245.0,24.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2015,16994,8016.0,28.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2016,16272,7759.0,6.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2017,16629,8534.0,0.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2018,16244,8781.0,6.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2019,15429,8011.0,0.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2020,15731,10283.0,0.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Nassau,59,2021,25526,14827.0,7.0,0.0,0.0,0.0,36059,0.0,0.0,0.0
Niagara,63,2000,24,9.0,0.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2001,688,304.0,9.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2002,1054,703.0,69.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2003,1521,862.0,106.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2004,1780,1083.0,141.0,0.0,0.0,7.0,36063,0.39,0.0,0.0
Niagara,63,2005,2213,1240.0,219.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2006,2005,1192.0,189.0,0.0,0.0,8.0,36063,0.4,0.0,0.0
Niagara,63,2007,1690,998.0,116.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2008,1921,1043.0,76.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2009,2349,1348.0,168.0,0.0,0.0,6.0,36063,0.26,0.0,0.0
Niagara,63,2010,2804,1742.0,162.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2011,1222,427.0,54.0,0.0,0.0,7.0,36063,0.57,0.0,0.0
Niagara,63,2012,1166,548.0,43.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2013,1772,910.0,73.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2014,2179,732.0,45.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2015,2083,1154.0,44.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2016,2197,894.0,53.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2017,2127,900.0,23.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2018,2145,604.0,6.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2019,2124,1214.0,13.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2020,2261,1056.0,25.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Niagara,63,2021,2909,1056.0,15.0,0.0,0.0,0.0,36063,0.0,0.0,0.0
Oneida,65,2000,25,6.0,0.0,0.0,0.0,0.0,36065,0.0,0.0,0.0
Oneida,65,2001,704,321.0,120.0,0.0,0.0,7.0,36065,0.99,0.0,0.0
Oneida,65,2002,1139,445.0,250.0,6.0,8.0,21.0,36065,1.84,1.229,0.702
Oneida,65,2003,1401,574.0,294.0,15.0,17.0,58.0,36065,4.14,2.284,1.213
Oneida,65,2004,1767,641.0,385.0,11.0,16.0,64.0,36065,3.62,1.528,0.905
Oneida,65,2005,2000,769.0,435.0,35.0,36.0,107.0,36065,5.35,3.55,1.8
Oneida,65,2006,2233,893.0,538.0,24.0,25.0,78.0,36065,3.49,2.194,1.12
Oneida,65,2007,2244,1024.0,479.0,40.0,26.0,79.0,36065,3.52,2.941,1.159
Oneida,65,2008,2342,1131.0,316.0,26.0,21.0,82.0,36065,3.5,2.007,0.897
Oneida,65,2009,2255,1096.0,268.0,30.0,21.0,87.0,36065,3.86,2.262,0.931
Oneida,65,2010,2415,1420.0,274.0,29.0,24.0,94.0,36065,3.89,2.195,0.994
Oneida,65,2011,2398,1179.0,232.0,18.0,14.0,74.0,36065,3.09,1.334,0.584
Oneida,65,2012,1975,1085.0,222.0,8.0,6.0,64.0,36065,3.24,0.709,0.304
Oneida,65,2013,2404,1466.0,211.0,0.0,0.0,40.0,36065,1.66,0.0,0.0
Oneida,65,2014,2589,1388.0,179.0,28.0,16.0,68.0,36065,2.63,1.699,0.618
Oneida,65,2015,2448,1459.0,149.0,28.0,18.0,52.0,36065,2.12,1.879,0.735
Oneida,65,2016,2577,1639.0,141.0,9.0,11.0,57.0,36065,2.21,0.776,0.427
Oneida,65,2017,2450,1463.0,139.0,16.0,15.0,56.0,36065,2.29,1.265,0.612
Oneida,65,2018,2634,1681.0,158.0,0.0,0.0,28.0,36065,1.06,0.0,0.0
Oneida,65,2019,2322,1286.0,73.0,0.0,0.0,37.0,36065,1.59,0.0,0.0
Oneida,65,2020,2330,1621.0,117.0,0.0,0.0,24.0,36065,1.03,0.0,0.0
Oneida,65,2021,2962,2044.0,104.0,0.0,0.0,31.0,36065,1.05,0.0,0.0
Onondaga,67,2000,15,0.0,0.0,0.0,0.0,0.0,36067,0.0,0.0,0.0
Onondaga,67,2001,1668,667.0,132.0,0.0,0.0,21.0,36067,1.26,0.0,0.0
Onondaga,67,2002,2638,1138.0,360.0,0.0,0.0,56.0,36067,2.12,0.0,0.0
Onondaga,67,2003,3571,1373.0,520.0,15.0,8.0,77.0,36067,2.16,0.644,0.224
Onondaga,67,2004,4331,1983.0,778.0,6.0,6.0,65.0,36067,1.5,0.277,0.139
Onondaga,67,2005,4644,2179.0,736.0,0.0,0.0,90.0,36067,1.94,0.0,0.0
Onondaga,67,2006,5674,2538.0,708.0,0.0,6.0,54.0,36067,0.95,0.106,0.106
Onondaga,67,2007,5819,2777.0,617.0,0.0,0.0,70.0,36067,1.2,0.0,0.0
Onondaga,67,2008,5762,2458.0,507.0,0.0,0.0,51.0,36067,0.89,0.0,0.0
Onondaga,67,2009,5868,2350.0,308.0,0.0,0.0,22.0,36067,0.37,0.0,0.0
Onondaga,67,2010,5749,2595.0,222.0,0.0,0.0,16.0,36067,0.28,0.0,0.0
Onondaga,67,2011,4093,2001.0,318.0,0.0,0.0,32.0,36067,0.78,0.0,0.0
Onondaga,67,2012,3886,2064.0,288.0,0.0,0.0,52.0,36067,1.34,0.0,0.0
Onondaga,67,2013,5280,2592.0,275.0,0.0,0.0,57.0,36067,1.08,0.0,0.0
Onondaga,67,2014,5680,3007.0,197.0,0.0,0.0,23.0,36067,0.4,0.0,0.0
Onondaga,67,2015,5250,2873.0,180.0,0.0,0.0,25.0,36067,0.48,0.0,0.0
Onondaga,67,2016,5228,2155.0,130.0,6.0,0.0,29.0,36067,0.55,0.115,0.0
Onondaga,67,2017,5364,2430.0,107.0,0.0,0.0,31.0,36067,0.58,0.0,0.0
Onondaga,67,2018,5320,2389.0,88.0,6.0,0.0,28.0,36067,0.53,0.113,0.0
Onondaga,67,2019,5374,3110.0,110.0,0.0,0.0,13.0,36067,0.24,0.0,0.0
Onondaga,67,2020,5877,3320.0,72.0,0.0,0.0,13.0,36067,0.22,0.0,0.0
Onondaga,67,2021,7080,4972.0,85.0,0.0,0.0,17.0,36067,0.24,0.0,0.0
Ontario,69,2000,33,6.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2001,417,182.0,6.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2002,719,321.0,27.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2003,798,187.0,14.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2004,810,237.0,13.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2005,939,269.0,50.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2006,744,224.0,25.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2007,797,143.0,7.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2008,899,314.0,16.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2009,944,175.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2010,886,276.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2011,897,224.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2012,779,303.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2013,750,272.0,6.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2014,930,559.0,9.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2015,975,431.0,7.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2016,1057,332.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2017,940,384.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2018,864,492.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2019,1000,463.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2020,1059,338.0,7.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Ontario,69,2021,1215,546.0,0.0,0.0,0.0,0.0,36069,0.0,0.0,0.0
Orange,71,2000,69,18.0,0.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2001,1082,575.0,84.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2002,2211,1202.0,195.0,0.0,0.0,8.0,36071,0.36,0.0,0.0
Orange,71,2003,2997,1750.0,276.0,0.0,0.0,21.0,36071,0.7,0.0,0.0
Orange,71,2004,4069,2336.0,375.0,12.0,9.0,52.0,36071,1.28,0.516,0.221
Orange,71,2005,4059,2313.0,315.0,14.0,6.0,49.0,36071,1.21,0.493,0.148
Orange,71,2006,4209,2037.0,253.0,6.0,6.0,44.0,36071,1.05,0.285,0.143
Orange,71,2007,4440,2757.0,279.0,0.0,0.0,28.0,36071,0.63,0.0,0.0
Orange,71,2008,3935,2079.0,153.0,6.0,7.0,21.0,36071,0.53,0.33,0.178
Orange,71,2009,4132,2228.0,210.0,0.0,0.0,45.0,36071,1.09,0.0,0.0
Orange,71,2010,4278,2465.0,167.0,8.0,23.0,57.0,36071,1.33,0.725,0.538
Orange,71,2011,3460,1993.0,148.0,0.0,0.0,29.0,36071,0.84,0.0,0.0
Orange,71,2012,4127,2737.0,172.0,0.0,0.0,9.0,36071,0.22,0.0,0.0
Orange,71,2013,4096,2780.0,123.0,13.0,6.0,19.0,36071,0.46,0.464,0.146
Orange,71,2014,4378,2888.0,112.0,0.0,0.0,13.0,36071,0.3,0.0,0.0
Orange,71,2015,4808,1930.0,77.0,0.0,0.0,24.0,36071,0.5,0.0,0.0
Orange,71,2016,4883,2553.0,75.0,0.0,0.0,7.0,36071,0.14,0.0,0.0
Orange,71,2017,5137,2766.0,101.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2018,4711,2707.0,101.0,0.0,0.0,0.0,36071,0.0,0.0,0.0
Orange,71,2019,4725,2067.0,70.0,0.0,0.0,13.0,36071,0.28,0.0,0.0
Orange,71,2020,4882,1726.0,46.0,0.0,0.0,6.0,36071,0.12,0.0,0.0
Orange,71,2021,5579,2805.0,38.0,0.0,0.0,7.0,36071,0.13,0.0,0.0
Orleans,73,2000,16,0.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2001,174,81.0,24.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2002,264,112.0,38.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2003,265,84.0,16.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2004,325,74.0,12.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2005,262,36.0,6.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2006,297,51.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2007,326,51.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2008,303,28.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2009,296,65.0,7.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2010,352,62.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2011,275,114.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2012,288,171.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2013,348,106.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2014,382,126.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2015,394,125.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2016,431,71.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2017,394,130.0,16.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2018,388,105.0,7.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2019,432,166.0,12.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2020,405,149.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Orleans,73,2021,435,128.0,0.0,0.0,0.0,0.0,36073,0.0,0.0,0.0
Oswego,75,2000,12,0.0,0.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2001,467,202.0,37.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2002,796,373.0,111.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2003,787,335.0,29.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
Oswego,75,2004,770,243.0,34.0,0.0,0.0,0.0,36075,0.0,0.0,0.0
